player_name,age,nationality,club,league,position,market_value,goals,assists,minutes_played,passing_accuracy,tackles,interceptions,dribbles,cluster_id,cluster_label
Kevin Modrić,33,Brazil,Werder Bremen,Bundesliga,Midfielder,54.9,3.0,10.0,1843.0,85.6,31.5,13.1,32.5,4,Defensive Anchors
Thomas Grimaldo,35,Georgia,Wolfsburg,Bundesliga,Defender,52.5,1.0,7.0,3035.0,78.5,73.1,57.3,29.7,1,Ball Winners
Florian Isak,23,Ireland,Leverkusen,Bundesliga,Midfielder,223.5,2.0,4.0,1368.0,81.0,38.2,26.8,28.1,4,Defensive Anchors
Dominik Isak,33,Morocco,Lille,Ligue 1,Defender,8.1,1.0,5.0,1359.0,83.3,26.2,36.2,22.2,4,Defensive Anchors
Luis Eriksen,29,Algeria,Lille,Ligue 1,Midfielder,65.8,4.0,11.0,2598.0,91.6,34.1,31.1,38.0,0,Dynamic Wingers
Antoine Frimpong,24,Morocco,Leipzig,Bundesliga,Defender,223.0,1.0,3.0,945.0,81.4,19.8,25.6,15.2,4,Defensive Anchors
Bernardo Júnior,25,Norway,Leverkusen,Bundesliga,Midfielder,63.9,0.0,0.0,484.0,89.0,12.5,12.8,5.5,4,Defensive Anchors
Mohamed Vlahović,30,Nigeria,Man City,English Premier League,Defender,155.5,1.0,6.0,1801.0,85.0,42.8,40.5,42.0,4,Defensive Anchors
Robert Mac Allister,22,Senegal,Monaco,Ligue 1,Midfielder,110.8,3.0,8.0,2133.0,93.0,11.0,24.6,27.2,4,Defensive Anchors
Dominik Foden,29,Uruguay,Athletic Club,La Liga,Defender,92.3,1.0,0.0,1791.0,86.1,64.3,59.2,9.4,1,Ball Winners
Joshua Kimmich,26,Croatia,Milan,Serie A,Midfielder,162.1,3.0,3.0,973.0,82.3,23.3,19.5,14.8,4,Defensive Anchors
Rasmus Kvaratskhelia,29,Belgium,Rennes,Ligue 1,Defender,13.8,1.0,2.0,706.0,85.9,20.2,13.0,14.8,4,Defensive Anchors
Romelu Fernandes,32,Cameroon,Stuttgart,Bundesliga,Winger,24.6,12.0,16.0,3242.0,76.6,19.7,17.2,87.4,0,Dynamic Wingers
Luka Min-son,35,Ivory Coast,Arsenal,English Premier League,Defender,53.4,2.0,5.0,2007.0,80.5,40.4,33.3,36.0,4,Defensive Anchors
Bernardo Çalhanoğlu,35,England,Dortmund,Bundesliga,Midfielder,8.2,3.0,4.0,1359.0,85.6,10.9,8.0,21.4,4,Defensive Anchors
Erling Ødegaard,29,Germany,Monaco,Ligue 1,Winger,45.2,9.0,7.0,1781.0,82.6,17.3,11.2,73.0,0,Dynamic Wingers
Teun Garnacho,35,Portugal,Reims,Ligue 1,Midfielder,4.1,1.0,2.0,817.0,83.7,15.5,10.9,19.4,4,Defensive Anchors
James James,24,Uruguay,Real Sociedad,La Liga,Winger,556.3,10.0,8.0,3047.0,78.5,36.4,9.9,90.7,0,Dynamic Wingers
Ederson Salah,21,Morocco,Lyon,Ligue 1,Defender,86.6,0.0,0.0,709.0,90.0,26.4,27.2,1.7,4,Defensive Anchors
Kylian Foden,19,Sweden,Wolfsburg,Bundesliga,Winger,190.9,5.0,9.0,1790.0,83.0,27.5,14.7,76.5,0,Dynamic Wingers
Rodri van Dijk,27,Norway,Newcastle,English Premier League,Winger,282.7,3.0,4.0,1039.0,77.7,10.8,8.4,36.6,3,Creative Playmakers
Paulo Guimarães,23,Spain,Werder Bremen,Bundesliga,Winger,356.1,9.0,9.0,2369.0,77.3,21.1,6.7,66.6,0,Dynamic Wingers
Phil Vlahović,35,Georgia,Marseille,Ligue 1,Winger,38.2,4.0,8.0,1589.0,79.5,11.1,5.7,50.1,3,Creative Playmakers
Trent Mac Allister,23,Egypt,Barcelona,La Liga,Winger,298.3,9.0,6.0,2332.0,81.1,32.5,17.8,85.6,0,Dynamic Wingers
Lautaro Camavinga,24,Germany,Lens,Ligue 1,Forward,111.9,7.0,2.0,870.0,75.9,4.4,3.0,20.2,3,Creative Playmakers
Florian De Bruyne,20,Senegal,Lille,Ligue 1,Midfielder,422.3,2.0,3.0,2544.0,89.5,122.6,94.8,10.7,1,Ball Winners
Diogo Courtois,20,Egypt,Freiburg,Bundesliga,Forward,101.7,5.0,1.0,680.0,72.8,1.3,0.6,11.4,3,Creative Playmakers
Teun Maignan,23,Japan,Barcelona,La Liga,Defender,830.2,4.0,6.0,3123.0,85.2,110.0,72.6,67.4,1,Ball Winners
Eduardo Bellingham,32,Ivory Coast,Tottenham,English Premier League,Midfielder,30.0,4.0,3.0,1347.0,83.7,22.6,30.0,29.2,4,Defensive Anchors
Son Rice,25,Brazil,Tottenham,English Premier League,Midfielder,711.7,1.0,5.0,3279.0,89.4,139.3,58.0,47.8,1,Ball Winners
Eduardo Rashford,33,Belgium,Frankfurt,Bundesliga,Forward,62.8,16.0,3.0,1765.0,71.6,9.2,1.9,16.6,2,Clinical Finishers
Alexander Xhaka,25,Ireland,Nice,Ligue 1,Winger,205.4,5.0,4.0,1465.0,75.4,17.0,11.5,66.9,3,Creative Playmakers
Alexis Casemiro,23,Japan,Girona,La Liga,Forward,205.6,9.0,4.0,2001.0,80.5,12.7,6.1,47.0,3,Creative Playmakers
Erling Salah,31,Ireland,Napoli,Serie A,Winger,60.9,6.0,7.0,1359.0,76.3,6.9,9.7,45.3,3,Creative Playmakers
Ruben Rice,18,Georgia,Atletico Madrid,La Liga,Defender,200.7,1.0,1.0,1722.0,85.6,44.6,45.5,5.8,4,Defensive Anchors
Martin Isak,18,England,Sevilla,La Liga,Midfielder,385.0,2.0,2.0,2902.0,86.7,100.8,52.7,41.3,1,Ball Winners
Alisson Jota,22,Denmark,Bologna,Serie A,Forward,160.2,18.0,2.0,2628.0,73.1,6.3,3.1,32.8,2,Clinical Finishers
Jeremie Kulusevski,24,Japan,Athletic Club,La Liga,Forward,378.5,11.0,4.0,1611.0,82.9,3.8,6.5,29.5,3,Creative Playmakers
Alisson Silva,19,Denmark,Liverpool,English Premier League,Midfielder,349.7,3.0,7.0,1811.0,86.8,26.5,28.8,54.2,4,Defensive Anchors
Bruno Isak,18,Belgium,Bayern Munich,Bundesliga,Forward,232.7,12.0,3.0,3144.0,74.5,11.2,14.2,57.9,2,Clinical Finishers
Alexander Frimpong,24,Poland,Juventus,Serie A,Midfielder,437.6,1.0,1.0,3073.0,87.2,143.1,62.7,10.5,1,Ball Winners
Phil Musiala,25,Italy,Athletic Club,La Liga,Winger,430.8,12.0,11.0,2004.0,75.8,14.0,4.8,54.6,0,Dynamic Wingers
Khvicha Fernandes,19,South Korea,Bologna,Serie A,Forward,218.6,14.0,1.0,1564.0,70.7,2.0,2.0,28.1,3,Creative Playmakers
Rasmus Becker,27,Italy,Villarreal,La Liga,Midfielder,566.4,2.0,1.0,2408.0,85.3,87.9,90.8,23.3,1,Ball Winners
Granit Maignan,34,Germany,Leverkusen,Bundesliga,Defender,3.8,0.0,0.0,849.0,84.3,18.6,15.4,4.2,4,Defensive Anchors
Khvicha Kane,19,Morocco,Liverpool,English Premier League,Defender,83.7,0.0,0.0,680.0,84.3,13.7,12.4,2.4,4,Defensive Anchors
Joshua Leão,24,Cameroon,Man City,English Premier League,Midfielder,108.6,1.0,2.0,628.0,83.1,11.5,10.7,9.9,4,Defensive Anchors
Jude González,32,Uruguay,Leverkusen,Bundesliga,Midfielder,74.3,5.0,10.0,3238.0,89.6,29.9,33.8,67.1,0,Dynamic Wingers
Bukayo Min-son,35,Portugal,Villarreal,La Liga,Winger,41.1,12.0,10.0,2346.0,74.9,14.1,8.2,99.0,0,Dynamic Wingers
Rodri Saliba,36,Ireland,Sevilla,La Liga,Forward,21.2,7.0,3.0,1124.0,72.9,2.7,2.9,25.9,3,Creative Playmakers
Mohamed Moraes,23,Ireland,Liverpool,English Premier League,Midfielder,298.0,1.0,5.0,1014.0,86.2,14.2,14.1,24.9,4,Defensive Anchors
Thomas Mbappé,22,Uruguay,Atalanta,Serie A,Defender,45.1,0.0,0.0,538.0,88.7,11.2,40.9,2.8,4,Defensive Anchors
Romelu Donnarumma,36,France,Girona,La Liga,Midfielder,66.8,3.0,3.0,2306.0,88.7,53.2,44.4,27.2,1,Ball Winners
Vinicius Jota,27,Ivory Coast,Dortmund,Bundesliga,Defender,224.8,1.0,0.0,1440.0,84.9,46.35,33.2,4.7,4,Defensive Anchors
Declan Højlund,20,Ivory Coast,Arsenal,English Premier League,Defender,178.1,1.0,0.0,1072.0,91.6,22.4,22.8,0.7,4,Defensive Anchors
Vinicius Becker,22,Sweden,Nice,Ligue 1,Forward,91.8,10.0,1.0,1443.0,78.9,7.3,6.3,21.2,3,Creative Playmakers
Bernardo Bellingham,30,Denmark,Werder Bremen,Bundesliga,Forward,86.4,21.0,6.0,2818.0,77.6,9.0,2.0,22.0,2,Clinical Finishers
Rasmus Vlahović,25,Senegal,Real Sociedad,La Liga,Defender,378.6,1.0,5.0,2463.0,77.0,86.0,67.8,51.2,1,Ball Winners
Mohamed Maignan,35,Georgia,Leverkusen,Bundesliga,Midfielder,5.9,1.0,3.0,613.0,87.5,6.1,3.1,10.4,4,Defensive Anchors
Rafael Páez,31,Georgia,Man City,English Premier League,Forward,24.1,5.0,1.0,800.0,74.7,4.2,2.8,16.5,3,Creative Playmakers
Jan Vlahović,24,Brazil,Sevilla,La Liga,Forward,209.9,16.0,4.0,2351.0,76.3,17.1,7.0,27.9,2,Clinical Finishers
Declan Alexander-Arnold,34,Poland,Torino,Serie A,Defender,28.3,1.0,4.0,1847.0,85.7,45.2,30.5,23.4,4,Defensive Anchors
Bruno Fernandes,23,Egypt,Frankfurt,Bundesliga,Midfielder,242.4,3.0,2.0,1392.0,85.9,22.8,35.2,16.7,4,Defensive Anchors
Paulo Moraes,27,Croatia,Wolfsburg,Bundesliga,Defender,164.0,1.0,1.0,1447.0,85.9,29.9,30.2,7.4,4,Defensive Anchors
Khvicha Grealish,20,Argentina,Inter,Serie A,Defender,141.4,1.0,2.0,1398.0,82.3,41.4,21.8,31.6,4,Defensive Anchors
Ruben De Bruyne,35,Portugal,Torino,Serie A,Midfielder,28.0,0.0,2.0,1242.0,89.0,33.2,34.1,12.2,4,Defensive Anchors
Thibaut Casemiro,24,Nigeria,Freiburg,Bundesliga,Forward,73.0,3.0,1.0,420.0,78.7,2.1,2.2,2.5,3,Creative Playmakers
Bruno Çalhanoğlu,22,Scotland,Barcelona,La Liga,Forward,73.7,3.0,1.0,642.0,72.1,5.1,0.4,14.3,3,Creative Playmakers
Ruben Páez,34,Netherlands,Leverkusen,Bundesliga,Defender,75.2,1.0,4.0,2818.0,83.3,82.3,71.2,66.1,1,Ball Winners
Jeremie Núñez,28,Cameroon,Freiburg,Bundesliga,Midfielder,559.5,2.0,2.0,2404.0,88.9,112.8,64.6,18.1,1,Ball Winners
Jack De Bruyne,21,England,Man City,English Premier League,Winger,172.0,3.0,3.0,685.0,74.2,8.8,2.9,21.1,3,Creative Playmakers
Aurélien Ødegaard,23,Cameroon,Brest,Ligue 1,Defender,243.6,4.0,4.0,2814.0,80.2,71.0,52.7,54.2,1,Ball Winners
Antoine Becker,26,Poland,Milan,Serie A,Forward,85.1,6.0,1.0,1215.0,71.2,6.6,6.1,13.3,3,Creative Playmakers
Christian Griezmann,32,Nigeria,Brighton,English Premier League,Midfielder,63.1,1.0,4.0,2221.0,89.6,79.0,83.0,10.3,1,Ball Winners
Kylian Mbappé,18,Germany,Real Betis,La Liga,Defender,401.9,1.0,7.0,2292.0,78.8,74.4,49.5,47.5,1,Ball Winners
Harry Lukaku,22,Croatia,Brighton,English Premier League,Winger,97.5,1.0,2.0,536.0,84.5,3.9,4.3,23.3,4,Defensive Anchors
Federico Min-son,28,Poland,Juventus,Serie A,Forward,197.4,10.0,3.0,1725.0,74.9,6.8,5.5,35.9,3,Creative Playmakers
Phil Fernandes,18,Cameroon,Tottenham,English Premier League,Winger,606.2,8.0,15.0,3300.0,81.8,25.5,7.3,103.5,0,Dynamic Wingers
Casemiro Rice,29,Germany,Man City,English Premier League,Forward,63.0,21.0,5.0,2664.0,76.6,8.0,11.4,23.3,2,Clinical Finishers
Khvicha Hernández,20,Uruguay,Frankfurt,Bundesliga,Midfielder,305.3,5.0,11.0,3302.0,84.8,87.8,37.1,56.0,1,Ball Winners
Jan Szoboszlai,21,Morocco,Leverkusen,Bundesliga,Winger,451.2,12.0,8.0,2588.0,82.8,28.6,13.7,55.9,0,Dynamic Wingers
Gavi Saliba,30,Ireland,Nice,Ligue 1,Defender,70.2,0.0,0.0,2313.0,89.2,76.1,91.6,9.8,1,Ball Winners
Florian Musiala,35,Wales,Aston Villa,English Premier League,Midfielder,36.3,0.0,2.0,1712.0,87.1,76.8,44.6,26.7,1,Ball Winners
Robert Alexander-Arnold,34,Poland,Napoli,Serie A,Defender,4.2,0.0,2.0,565.0,77.4,13.6,15.0,8.5,3,Creative Playmakers
Rodri Modrić,32,Portugal,Real Sociedad,La Liga,Midfielder,10.1,0.0,0.0,625.0,88.6,20.3,20.8,6.2,4,Defensive Anchors
Marcus Díaz,29,Scotland,Frankfurt,Bundesliga,Midfielder,85.7,3.0,14.0,2339.0,91.9,32.5,30.8,37.8,0,Dynamic Wingers
Jamal Kudus,19,Argentina,Chelsea,English Premier League,Defender,232.2,2.0,3.0,1457.0,79.9,49.4,22.5,26.9,4,Defensive Anchors
Teun Frimpong,29,South Korea,Brighton,English Premier League,Midfielder,213.6,3.0,3.0,3299.0,84.4,156.6,105.6,20.7,1,Ball Winners
Jan Kulusevski,19,Belgium,PSG,Ligue 1,Defender,96.5,1.0,4.0,1271.0,82.7,30.7,24.1,30.5,4,Defensive Anchors
Phil Maddison,28,Netherlands,Man City,English Premier League,Defender,398.3,2.0,4.0,2172.0,80.5,55.7,58.8,33.2,1,Ball Winners
Federico Rice,26,Italy,Bologna,Serie A,Defender,422.9,2.0,1.0,2888.0,83.5,103.0,111.0,13.1,1,Ball Winners
Kylian Dias,28,France,Bayern Munich,Bundesliga,Forward,352.1,19.0,6.0,2463.0,79.5,16.8,2.4,30.4,2,Clinical Finishers
Alejandro ter Stegen,24,Morocco,Atalanta,Serie A,Midfielder,736.3,9.0,8.0,3322.0,87.8,80.6,55.5,56.3,1,Ball Winners
Diogo Saka,35,Germany,Leverkusen,Bundesliga,Forward,8.5,12.0,2.0,1756.0,73.4,6.8,3.5,28.1,3,Creative Playmakers
Eduardo Grealish,34,Wales,Rennes,Ligue 1,Winger,42.3,9.0,5.0,1926.0,83.0,9.2,12.3,56.0,0,Dynamic Wingers
Dušan Saliba,21,Croatia,Lyon,Ligue 1,Defender,93.9,1.0,2.0,812.0,83.0,27.6,21.7,13.6,4,Defensive Anchors
Jude Martínez,31,Senegal,Juventus,Serie A,Midfielder,65.5,3.0,2.0,2029.0,82.0,60.6,42.2,34.9,1,Ball Winners
Darwin Garnacho,21,Senegal,Freiburg,Bundesliga,Midfielder,328.3,2.0,1.0,2602.0,88.1,94.6,79.8,29.1,1,Ball Winners
James Garnacho,20,Germany,Aston Villa,English Premier League,Winger,948.3,8.0,10.0,3163.0,82.2,27.5,24.0,109.6,0,Dynamic Wingers
Luis Valverde,26,Ireland,Rennes,Ligue 1,Winger,374.7,15.0,9.0,3147.0,80.6,37.3,7.3,104.7,0,Dynamic Wingers
Leroy Kulusevski,35,Switzerland,Barcelona,La Liga,Defender,15.6,0.0,2.0,999.0,79.3,23.5,14.5,13.5,3,Creative Playmakers
Kylian Lewandowski,21,Italy,Bayern Munich,Bundesliga,Forward,184.4,9.0,3.0,1709.0,81.4,2.5,8.0,27.9,3,Creative Playmakers
Alexis Camavinga,19,Poland,Man City,English Premier League,Midfielder,192.0,2.0,3.0,1346.0,80.1,28.7,22.8,23.3,4,Defensive Anchors
William Kulusevski,27,South Korea,Valencia,La Liga,Midfielder,148.8,2.0,3.0,784.0,89.1,11.3,7.1,13.5,4,Defensive Anchors
Jack Kane,30,Belgium,West Ham,English Premier League,Defender,85.3,3.0,8.0,2597.0,80.7,50.3,50.7,32.4,1,Ball Winners
Jamal Musiala,34,Algeria,PSG,Ligue 1,Winger,22.2,5.0,2.0,1197.0,74.1,10.1,3.3,45.1,3,Creative Playmakers
Dušan Becker,36,Spain,Stuttgart,Bundesliga,Forward,14.5,16.0,7.0,2422.0,78.8,4.1,13.4,32.1,2,Clinical Finishers
Thomas Díaz,29,Morocco,Fiorentina,Serie A,Winger,90.2,10.0,5.0,1585.0,77.1,8.4,4.5,43.8,3,Creative Playmakers
William Barella,21,Scotland,Real Sociedad,La Liga,Defender,232.4,1.0,2.0,1451.0,80.9,33.2,35.6,23.1,4,Defensive Anchors
Erling Wirtz,18,Georgia,Dortmund,Bundesliga,Winger,287.9,15.0,13.0,2552.0,80.2,21.3,10.4,59.5,0,Dynamic Wingers
Ruben Osimhen,33,Uruguay,Inter,Serie A,Forward,142.9,24.0,7.0,3356.0,74.7,17.7,15.1,70.5,2,Clinical Finishers
Ederson Kudus,22,Portugal,Aston Villa,English Premier League,Defender,343.2,0.0,2.0,1368.0,85.4,45.2,32.9,22.4,4,Defensive Anchors
Pedri Garnacho,35,France,Valencia,La Liga,Defender,21.2,1.0,1.0,2448.0,86.5,64.8,99.5,5.8,1,Ball Winners
Robert Lewandowski,35,Morocco,Valencia,La Liga,Winger,53.4,7.0,5.0,1577.0,83.2,11.2,8.4,48.4,3,Creative Playmakers
Reece Griezmann,36,Croatia,Rennes,Ligue 1,Defender,19.9,1.0,2.0,1498.0,84.9,48.3,24.1,18.0,4,Defensive Anchors
Bruno Alexander-Arnold,26,Cameroon,Brest,Ligue 1,Forward,126.2,11.0,2.0,1372.0,74.3,4.6,4.0,12.3,3,Creative Playmakers
Jamal Jota,26,Germany,Stuttgart,Bundesliga,Winger,478.5,6.0,14.0,2585.0,75.2,35.2,13.3,97.2,0,Dynamic Wingers
Robert Saliba,19,Croatia,Villarreal,La Liga,Winger,63.1,2.0,2.0,585.0,76.5,3.4,1.1,21.7,3,Creative Playmakers
Reece Saliba,36,Spain,Nice,Ligue 1,Defender,10.8,1.0,3.0,1562.0,78.6,38.3,42.8,28.8,4,Defensive Anchors
Phil Eriksen,28,Uruguay,Rennes,Ligue 1,Defender,170.7,1.0,1.0,1499.0,85.9,32.8,42.3,1.8,4,Defensive Anchors
Alisson Osimhen,19,Germany,Reims,Ligue 1,Forward,41.7,4.0,0.0,541.0,77.4,6.8,0.7,5.3,3,Creative Playmakers
Bruno Xhaka,25,Sweden,Bologna,Serie A,Defender,170.3,1.0,1.0,1412.0,87.8,39.5,58.0,5.3,4,Defensive Anchors
Alex Oblak,32,Netherlands,Wolfsburg,Bundesliga,Winger,88.9,6.0,9.0,2511.0,80.0,21.8,17.8,105.7,0,Dynamic Wingers
Bruno González,18,Brazil,West Ham,English Premier League,Winger,518.4,11.0,12.0,3272.0,79.2,17.2,6.2,148.1,0,Dynamic Wingers
Alexis Saliba,21,Switzerland,Arsenal,English Premier League,Midfielder,77.6,1.0,1.0,409.0,90.0,4.0,3.7,10.2,4,Defensive Anchors
Khvicha Lewandowski,22,Egypt,Brighton,English Premier League,Forward,232.0,12.0,3.0,1590.0,70.3,2.2,8.1,11.0,3,Creative Playmakers
Thibaut Silva,26,Uruguay,Lille,Ligue 1,Forward,92.9,5.0,2.0,1063.0,73.7,6.0,3.7,14.9,3,Creative Playmakers
Thibaut Tchouaméni,29,Scotland,West Ham,English Premier League,Winger,222.2,16.0,9.0,2753.0,82.0,9.9,8.7,90.8,0,Dynamic Wingers
Antoine Páez,26,Wales,Real Madrid,La Liga,Winger,81.5,2.0,1.0,413.0,79.1,1.5,1.5,13.1,3,Creative Playmakers
Ruben Koopmeiners,19,Ivory Coast,Atletico Madrid,La Liga,Midfielder,157.8,2.0,1.0,896.0,84.0,16.5,18.5,16.8,4,Defensive Anchors
Gianluigi Lukaku,32,Uruguay,Bayern Munich,Bundesliga,Defender,68.0,2.0,4.0,1826.0,79.5,33.7,52.6,29.9,4,Defensive Anchors
Jeremie Rashford,22,South Korea,Monaco,Ligue 1,Midfielder,119.2,3.0,4.0,1142.0,93.0,20.2,7.7,19.8,4,Defensive Anchors
Marcus Wirtz,22,Ireland,Milan,Serie A,Midfielder,246.9,6.0,12.0,2148.0,84.6,29.4,24.6,62.9,0,Dynamic Wingers
Federico Silva,18,Poland,West Ham,English Premier League,Winger,413.7,8.0,4.0,1409.0,79.1,16.3,4.0,46.5,3,Creative Playmakers
Bruno Dybala,24,Spain,Reims,Ligue 1,Midfielder,334.3,5.0,15.0,3250.0,84.4,41.5,39.3,94.0,0,Dynamic Wingers
Romelu Foden,36,Norway,Leipzig,Bundesliga,Winger,20.7,3.0,4.0,881.0,79.7,7.9,3.5,31.3,3,Creative Playmakers
Bernardo Grealish,23,Nigeria,Wolfsburg,Bundesliga,Defender,223.2,1.0,0.0,1676.0,90.3,45.5,33.9,9.0,4,Defensive Anchors
Rafael James,21,Italy,Lille,Ligue 1,Winger,167.2,6.0,4.0,1390.0,79.7,9.0,11.5,32.0,3,Creative Playmakers
Mohamed Eriksen,26,England,Napoli,Serie A,Winger,250.6,8.0,7.0,1537.0,83.6,6.7,12.7,42.8,3,Creative Playmakers
Paulo Foden,24,Senegal,Sevilla,La Liga,Midfielder,194.1,0.0,1.0,695.0,87.1,28.7,25.3,10.8,4,Defensive Anchors
Declan Valverde,26,Germany,Leverkusen,Bundesliga,Winger,101.5,3.0,2.0,673.0,82.4,4.6,5.4,20.1,3,Creative Playmakers
William Becker,32,France,Bayern Munich,Bundesliga,Defender,76.6,0.0,1.0,2090.0,90.8,48.6,78.7,10.1,1,Ball Winners
Declan Moraes,34,Belgium,Athletic Club,La Liga,Forward,2.7,3.0,1.0,538.0,76.3,2.0,2.3,3.8,3,Creative Playmakers
Dejan Højlund,21,France,Valencia,La Liga,Winger,322.0,11.0,8.0,3296.0,82.3,35.4,19.1,70.6,0,Dynamic Wingers
Thomas Kvaratskhelia,34,Poland,Newcastle,English Premier League,Forward,25.2,21.0,2.0,2715.0,71.4,13.4,3.7,65.3,2,Clinical Finishers
Rafael Kudus,19,Spain,Aston Villa,English Premier League,Forward,276.4,8.0,5.0,1984.0,80.8,6.8,8.9,12.2,3,Creative Playmakers
Declan Lewandowski,23,Senegal,Lens,Ligue 1,Defender,154.4,0.0,1.0,1137.0,85.1,36.6,31.4,1.8,4,Defensive Anchors
Marc-André Becker,29,Nigeria,Liverpool,English Premier League,Forward,150.4,28.0,7.0,3005.0,82.0,7.9,16.1,24.8,2,Clinical Finishers
Reece Kvaratskhelia,20,Spain,Brest,Ligue 1,Midfielder,250.5,0.0,2.0,1972.0,86.9,52.7,64.5,32.5,1,Ball Winners
Alisson Courtois,18,Italy,Leipzig,Bundesliga,Winger,441.6,11.0,12.0,3127.0,80.4,17.6,25.6,118.8,0,Dynamic Wingers
Joshua Núñez,34,Netherlands,Bologna,Serie A,Forward,33.0,13.0,4.0,1698.0,76.5,12.2,8.1,28.0,2,Clinical Finishers
Declan Vlahović,24,Japan,Leipzig,Bundesliga,Midfielder,123.4,1.0,1.0,863.0,85.5,17.5,18.6,9.7,4,Defensive Anchors
Ederson Barella,20,Algeria,Man City,English Premier League,Midfielder,208.5,3.0,3.0,1513.0,82.4,39.7,38.6,20.5,4,Defensive Anchors
Jack Silva,21,Georgia,Liverpool,English Premier League,Winger,257.9,7.0,4.0,1401.0,79.1,8.0,4.5,28.9,3,Creative Playmakers
Marc-André De Bruyne,34,Nigeria,Real Madrid,La Liga,Winger,46.3,13.0,10.0,2623.0,76.8,29.6,6.6,90.0,0,Dynamic Wingers
Declan Leão,32,Ireland,Stuttgart,Bundesliga,Forward,26.8,11.0,2.0,2179.0,76.2,8.6,11.2,27.3,2,Clinical Finishers
Dušan Vlahović,22,Portugal,Man City,English Premier League,Forward,245.1,15.0,1.0,1987.0,81.3,9.1,4.5,16.2,2,Clinical Finishers
Virgil Højlund,20,Japan,Freiburg,Bundesliga,Defender,600.4,3.0,5.0,3150.0,79.4,67.9,40.9,52.7,1,Ball Winners
Phil De Bruyne,19,England,West Ham,English Premier League,Forward,192.6,10.0,4.0,1905.0,73.3,15.2,6.4,17.3,3,Creative Playmakers
Jan Dybala,27,Italy,Brighton,English Premier League,Forward,643.6,18.0,7.0,3090.0,78.6,26.5,16.1,63.2,2,Clinical Finishers
Virgil Mbappé,24,Poland,Brest,Ligue 1,Forward,290.3,15.0,5.0,3262.0,76.4,4.6,5.0,69.1,2,Clinical Finishers
Kylian Griezmann,31,Sweden,Sevilla,La Liga,Winger,81.6,5.0,10.0,2156.0,76.8,29.0,14.6,97.5,0,Dynamic Wingers
Harry Musiala,30,Morocco,Aston Villa,English Premier League,Winger,200.0,11.0,10.0,2063.0,81.3,9.7,14.2,68.8,0,Dynamic Wingers
Romelu Núñez,23,Cameroon,Atletico Madrid,La Liga,Defender,345.5,2.0,3.0,1607.0,80.7,35.0,44.6,26.5,4,Defensive Anchors
Antoine Júnior,26,Spain,Man City,English Premier League,Defender,350.9,1.0,3.0,1431.0,77.7,30.3,37.5,28.9,4,Defensive Anchors
Alexis ter Stegen,25,Egypt,Sevilla,La Liga,Winger,484.2,6.0,5.0,1748.0,82.7,12.5,14.5,74.1,0,Dynamic Wingers
Leroy Müller,24,Nigeria,Roma,Serie A,Midfielder,401.4,2.0,1.0,2792.0,87.7,65.8,101.1,45.1,1,Ball Winners
Rodri Müller,20,Egypt,West Ham,English Premier League,Winger,345.2,7.0,5.0,1985.0,78.5,9.4,11.6,41.9,3,Creative Playmakers
Rasmus Saliba,20,Ireland,Real Betis,La Liga,Midfielder,243.3,1.0,2.0,1989.0,85.9,58.1,40.1,24.9,4,Defensive Anchors
Phil Mbappé,35,Scotland,Atalanta,Serie A,Midfielder,65.7,6.0,3.0,2268.0,80.9,60.7,31.1,50.1,1,Ball Winners
Bukayo Griezmann,33,Scotland,Valencia,La Liga,Defender,141.6,2.0,0.0,2740.0,85.9,108.2,114.8,8.5,1,Ball Winners
Jude Haaland,25,Egypt,Lazio,Serie A,Defender,337.3,1.0,0.0,2610.0,89.9,91.2,66.3,5.4,1,Ball Winners
Antoine Salah,21,Argentina,West Ham,English Premier League,Midfielder,161.2,2.0,4.0,1026.0,86.5,18.2,14.0,24.6,4,Defensive Anchors
Dejan Mac Allister,21,South Korea,Fiorentina,Serie A,Forward,158.6,9.0,2.0,1500.0,75.8,2.5,8.0,14.7,3,Creative Playmakers
Bernardo Kudus,36,Norway,Monaco,Ligue 1,Defender,11.5,1.0,6.0,1973.0,81.2,63.4,30.0,47.0,1,Ball Winners
Alejandro Moraes,36,Cameroon,Leipzig,Bundesliga,Defender,18.7,0.0,0.0,1385.0,88.4,32.4,49.7,2.9,4,Defensive Anchors
Bruno Barella,26,Cameroon,Brighton,English Premier League,Forward,359.9,14.0,7.0,2621.0,81.6,6.9,9.5,18.9,2,Clinical Finishers
Mohamed Lukaku,36,Morocco,Marseille,Ligue 1,Winger,17.2,4.0,2.0,837.0,77.6,6.2,1.6,24.4,3,Creative Playmakers
Virgil Rashford,19,Portugal,Werder Bremen,Bundesliga,Defender,136.6,1.0,0.0,1227.0,86.1,47.2,22.5,4.2,4,Defensive Anchors
Kevin Salah,26,Egypt,Frankfurt,Bundesliga,Winger,302.3,9.0,5.0,1862.0,77.0,24.4,9.2,70.5,0,Dynamic Wingers
Paulo Kvaratskhelia,35,Italy,Juventus,Serie A,Winger,37.2,3.0,3.0,1142.0,78.7,7.0,6.2,30.6,3,Creative Playmakers
Thibaut Modrić,34,France,Girona,La Liga,Forward,27.4,21.0,6.0,2418.0,74.4,13.2,2.5,22.6,2,Clinical Finishers
Leroy Courtois,32,Norway,Roma,Serie A,Winger,117.2,10.0,14.0,2767.0,80.3,24.1,6.0,89.6,0,Dynamic Wingers
